"filename", "language", "JavaScript", "JavaScript JSX", "CSS", "XML", "comment", "blank", "total"
"/Users/andrearizza/Desktop/react/wehub/src/App.css", "CSS", 0, 0, 6, 0, 0, 5, 11
"/Users/andrearizza/Desktop/react/wehub/src/App.js", "JavaScript", 85, 0, 0, 0, 60, 36, 181
"/Users/andrearizza/Desktop/react/wehub/src/App.test.js", "JavaScript", 7, 0, 0, 0, 0, 2, 9
"/Users/andrearizza/Desktop/react/wehub/src/RegisterComponent.jsx", "JavaScript JSX", 0, 38, 0, 0, 0, 3, 41
"/Users/andrearizza/Desktop/react/wehub/src/components/BasicDataPicker.jsx", "JavaScript JSX", 0, 48, 0, 0, 0, 2, 50
"/Users/andrearizza/Desktop/react/wehub/src/components/BoxUser.jsx", "JavaScript JSX", 0, 147, 0, 0, 0, 5, 152
"/Users/andrearizza/Desktop/react/wehub/src/components/CustomCalendar.jsx", "JavaScript JSX", 0, 34, 0, 0, 0, 6, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/CustomCalendar2.jsx", "JavaScript JSX", 0, 42, 0, 0, 0, 5, 47
"/Users/andrearizza/Desktop/react/wehub/src/components/LoginComponent.jsx", "JavaScript JSX", 0, 83, 0, 0, 0, 11, 94
"/Users/andrearizza/Desktop/react/wehub/src/components/LogoutComponent.jsx", "JavaScript JSX", 0, 55, 0, 0, 0, 11, 66
"/Users/andrearizza/Desktop/react/wehub/src/components/LogoutPopUp.jsx", "JavaScript JSX", 0, 59, 0, 0, 0, 3, 62
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBox.jsx", "JavaScript JSX", 0, 186, 0, 0, 0, 10, 196
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBox2.jsx", "JavaScript JSX", 0, 130, 0, 0, 0, 6, 136
"/Users/andrearizza/Desktop/react/wehub/src/components/MyButton.jsx", "JavaScript JSX", 0, 37, 0, 0, 0, 3, 40
"/Users/andrearizza/Desktop/react/wehub/src/components/MyDataGrid.jsx", "JavaScript JSX", 0, 87, 0, 0, 6, 16, 109
"/Users/andrearizza/Desktop/react/wehub/src/components/MyPopUp.jsx", "JavaScript JSX", 0, 88, 0, 0, 4, 6, 98
"/Users/andrearizza/Desktop/react/wehub/src/components/RegisterComponent.jsx", "JavaScript JSX", 0, 140, 0, 0, 3, 23, 166
"/Users/andrearizza/Desktop/react/wehub/src/components/SearchBox.jsx", "JavaScript JSX", 0, 199, 0, 0, 16, 8, 223
"/Users/andrearizza/Desktop/react/wehub/src/components/SearchComponent.jsx", "JavaScript JSX", 0, 68, 0, 0, 2, 4, 74
"/Users/andrearizza/Desktop/react/wehub/src/components/Sidebar.jsx", "JavaScript JSX", 0, 519, 0, 0, 6, 40, 565
"/Users/andrearizza/Desktop/react/wehub/src/components/SimpleData.jsx", "JavaScript JSX", 0, 23, 0, 0, 0, 3, 26
"/Users/andrearizza/Desktop/react/wehub/src/components/authenticate.jsx", "JavaScript JSX", 0, 18, 0, 0, 0, 13, 31
"/Users/andrearizza/Desktop/react/wehub/src/components/button/BagButton.jsx", "JavaScript JSX", 0, 29, 0, 0, 0, 2, 31
"/Users/andrearizza/Desktop/react/wehub/src/components/button/ClipButton.jsx", "JavaScript JSX", 0, 29, 0, 0, 0, 2, 31
